"New York City,",United States,North America,3,3,5,2,5,4,4,4,4,5,5,4,5,4.12,5,3,5,4,5,5,2,5,339
"Pittsburgh, PA",United States,North America,5,3,5,3,5,4,4,4,4,4,4,4,4,3.71,4,3,5,4,5,5,3,4,10
"Phoenix, AZ",United States,North America,4,3,5,2,5,4,4,4,4,3,3,4,3,3.9,3,3,5,4,5,5,4,5,28
Groningen,Netherlands,Europe,3,3,5,3,5,5,5,5,4,4,5,4,4,4.04,4,5,5,5,4,5,3,5,4
Ibiza,Spain,Europe,4,3,5,2,3,4,4,5,4,5,4,4,5,3.63,4,4,5,5,4,5,4,4,18
Izmir,Turkey,Europe,4,3,4,4,3,2,3,1,3,4,3,4,3,3.78,3,1,5,4,4,5,5,5,5
Alanya,Turkey,Europe,3,3,5,4,3,2,3,1,3,3,1,4,3,3.77,4,1,5,3,4,5,4,4,1
Edmonton,Canada,North America,2,3,5,3,5,5,5,4,3,2,3,4,2,2.93,3,4,5,4,4,5,2,2,5
Cairo,Egypt,Middle East,3,3,5,4,2,1,2,3,2,3,1,4,3,3.1,4,1,5,3,3,5,5,3,9
Windsor,Canada,North America,4,4,5,1,5,5,5,4,4,3,4,4,3,3.64,4,4,5,4,5,5,4,4,1
Cambridge,United Kingdom,Europe,3,3,5,1,5,4,4,3,4,2,4,4,2,2.18,3,3,5,5,4,5,3,2,8
Oxford,United Kingdom,Europe,4,3,5,1,5,4,4,3,4,4,5,4,4,3.91,4,3,5,4,5,5,3,5,4
Santorini,Greece,Europe,4,3,5,2,3,4,3,5,3,4,2,4,4,2.79,3,2,5,4,3,2,5,3,21
Kaohsiung,Taiwan,Asia,5,3,5,4,2,3,4,5,4,3,4,4,3,3.83,3,3,5,4,4,5,4,5,9
Taichung,Taiwan,Asia,4,3,4,4,1,3,4,5,4,3,3,4,2,3.8,3,3,5,4,4,5,4,5,7
"Orlando, FL",United States,North America,5,3,5,2,5,4,4,4,4,3,3,4,3,2.65,3,3,5,4,4,5,5,2,47
Bergen,Norway,Europe,2,3,5,2,4,5,5,5,4,4,4,4,3,3.43,4,5,5,5,5,5,2,4,13
Cork,Ireland,Europe,1,3,5,2,5,5,4,5,4,4,4,4,3,2.26,3,4,5,5,4,5,3,2,3
Plovdiv,Bulgaria,Europe,5,3,3,4,3,4,2,2,4,3,2,4,3,3.96,5,2,5,4,4,5,4,4,9
Brno,Czechia,Europe,3,3,5,4,3,4,0,4,4,3,3,4,3,3.07,3,3,5,5,4,5,4,3,17
Palermo,Italy,Europe,3,3,5,3,3,4,3,5,4,3,2,4,3,2.65,2,3,5,4,4,1,4,3,7
Islamabad,Pakistan,Asia,1,3,1,4,2,1,3,2,2,2,1,2,1,0.65,2,1,4,3,2,2,1,1,1
Malmo,Sweden,Europe,3,3,5,3,4,5,5,4,5,4,3,4,4,3.51,4,4,5,4,5,5,3,3,9
"San Jose, CA",United States,North America,4,3,5,1,5,4,4,4,4,2,5,4,3,3.67,4,3,5,4,5,5,3,4,18
Rostov-on-Don,Russia,Europe,2,3,5,3,1,2,3,2,3,2,1,4,1,2.29,1,1,5,2,3,5,5,2,2
Perth,Australia,Oceania,5,5,5,2,5,5,5,4,4,3,4,4,3,2.84,3,4,5,5,4,5,4,2,24
Kandy,Sri Lanka,Asia,2,3,5,4,3,2,2,3,3,4,2,4,3,3.21,3,1,5,4,4,1,5,3,8
Bern,Switzerland,Europe,5,3,5,2,4,5,5,5,4,4,5,4,3,4.05,5,4,5,5,5,5,3,5,13
Podgorica,Montenegro,Europe,3,3,5,4,2,4,3,0,4,3,3,4,2,2.97,2,2,5,4,4,5,5,3,6
Hull,United Kingdom,Europe,4,3,5,3,5,4,4,3,3,3,3,4,2,2.83,3,3,5,5,4,5,3,3,1
Coimbra,Portugal,Europe,5,3,5,4,5,5,3,5,4,3,3,4,3,3.92,3,4,5,4,4,5,3,3,2
Alicante,Spain,Europe,3,3,5,3,3,4,4,5,4,4,3,4,4,3.78,3,4,5,5,4,5,4,4,19
Fes,Morocco,Africa,3,3,4,4,2,3,3,4,3,4,2,4,2,3.09,3,1,4,3,4,5,3,3,9
Muscat,Oman,Middle East,5,3,2,4,2,4,0,5,3,4,2,4,2,2.41,3,1,2,4,4,5,3,2,7
Ushuaia,Argentina,Latin America,2,3,5,4,2,4,4,3,2,4,3,4,1,0.52,1,3,5,3,3,5,1,1,5
Jerusalem,Israel,Middle East,4,3,4,2,4,3,5,4,4,3,4,4,5,3.47,2,2,5,4,5,5,5,3,18
"Raleigh, NC",United States,North America,4,3,5,3,5,4,4,4,4,3,3,4,3,4.02,5,3,5,4,5,5,3,5,13
Ko Chang,Thailand,Asia,3,3,5,4,2,2,4,1,4,3,2,4,3,2.53,2,1,2,3,4,5,4,2,5
Quebec City,Canada,North America,5,3,5,3,3,5,5,4,4,3,5,4,2,2.94,4,4,5,4,5,5,1,3,7
"Richmond, VA",United States,North America,4,3,5,3,5,4,4,4,4,3,4,4,4,3.91,5,3,5,4,4,5,3,5,5
Male,Maldives,Asia,3,3,5,4,3,3,0,1,2,5,1,4,1,1.21,1,2,5,4,3,5,4,1,5
Dhaka,Bangladesh,Asia,2,3,1,4,3,1,2,3,2,2,2,3,2,0.67,1,1,5,3,2,3,2,1,4
Rhodes,Greece,Europe,3,3,5,2,3,4,3,5,3,4,2,4,4,2.96,3,2,5,4,3,3,5,3,5
Salvador,Brazil,Latin America,3,3,5,4,2,3,4,2,3,3,4,4,4,3.06,3,2,2,2,4,3,5,3,13
"Houston, TX",United States,North America,5,3,5,2,5,4,4,4,4,3,3,4,4,3.02,3,3,5,3,4,5,5,3,26
Bologna,Italy,Europe,3,3,5,1,2,4,3,5,4,3,3,4,3,3.71,3,3,5,4,4,5,5,5,18
Kolkata,India,Asia,2,3,1,4,3,2,2,2,3,3,2,3,1,0.97,2,1,4,3,2,5,2,1,4
Gibraltar,Spain,Europe,3,3,5,3,5,3,0,0,4,3,2,4,3,2.41,3,3,5,3,4,5,4,2,6
Caracas,Venezuela,Latin America,3,4,4,4,1,2,3,4,2,2,2,4,3,1.06,1,1,2,1,3,2,4,0,1
"Honolulu, Hawa",United States,Oceania,5,3,5,2,4,4,4,4,3,5,4,4,4,3.64,4,3,5,5,4,5,5,3,32
Pune,India,Asia,3,3,2,4,4,2,2,2,3,3,2,3,3,2.54,2,1,4,3,3,5,4,2,9
Victoria,Seychelles,Africa,3,3,4,1,3,3,0,4,2,3,2,3,3,2.47,3,2,5,2,3,1,4,3,12
Hyderabad,India,Asia,2,3,2,4,3,2,2,2,3,3,1,3,3,2.37,2,1,4,3,3,5,4,1,7
Galway,Ireland,Europe,2,3,5,1,5,5,4,5,4,4,3,4,4,3.57,4,4,5,5,5,5,3,4,9
Tijuana,Mexico,Latin America,0,4,5,4,3,3,4,3,3,5,3,4,2,2.89,3,1,5,2,4,5,4,2,3
Tirana,Albania,Europe,3,3,5,4,2,3,2,4,3,3,2,4,4,3.58,3,3,5,4,4,5,5,4,14
"Sanur, Bali",Indonesia,Asia,0,3,2,4,3,3,3,3,2,3,1,4,1,3.16,2,1,4,4,3,5,5,0,6
Fortaleza,Brazil,Latin America,3,3,5,4,3,3,4,2,4,4,3,4,2,3.09,3,2,2,2,4,5,5,3,7
Arequipa,Peru,Latin America,5,3,5,4,2,3,3,2,3,3,2,4,3,2.87,3,3,5,3,4,5,2,2,13
Jeju Island,South Korea,Asia,5,3,5,4,2,4,3,4,5,4,3,4,3,4.19,5,3,5,5,4,5,4,5,30
Bremen,Germany,Europe,4,3,5,3,3,5,4,4,4,3,5,4,3,3.74,4,4,5,5,4,5,3,3,5
Manama,Bahrain,Middle East,4,3,0,3,4,3,4,4,3,4,1,4,4,3.39,4,1,5,4,3,5,2,4,3
Budva,Montenegro,Europe,3,3,3,3,1,4,3,0,4,3,2,4,1,2.14,2,2,5,4,3,5,5,2,8
Novi Sad,Serbia,Europe,3,3,5,4,3,3,3,0,4,3,3,4,4,3.95,3,3,5,4,4,5,5,5,6
Casablanca,Morocco,Africa,3,3,3,4,2,3,3,4,3,4,2,4,5,3.08,3,1,4,4,4,5,3,2,19
Marseille,France,Europe,4,3,5,3,2,4,4,5,5,3,4,4,4,3.84,4,3,5,3,4,5,4,4,27
"Funchal, Madei",Portugal,Europe,3,3,4,4,3,5,3,5,4,3,3,4,3,3.93,5,4,5,5,4,2,4,5,9
"Tenerife, Cana",Spain,Europe,4,3,4,4,3,4,4,5,4,5,4,4,4,3.13,3,4,5,5,4,5,3,3,15
Skopje,Macedonia,Europe,3,3,3,4,3,3,3,3,4,3,2,4,3,2.95,2,2,5,4,4,5,4,3,11
"Tucson, AZ",United States,North America,5,3,5,3,5,4,4,4,4,2,4,4,2,3.85,3,3,5,4,4,5,4,4,7
"Mountain View,",United States,North America,4,3,5,2,5,4,4,4,4,4,3,4,4,3.08,2,3,5,4,4,2,3,4,9
Hamamatsu,Japan,Asia,4,3,5,4,1,4,3,5,4,4,3,4,3,1.41,1,3,5,5,4,5,5,1,1
Toulouse,France,Europe,4,3,5,3,2,4,4,5,4,4,4,4,4,3.77,4,3,5,4,4,5,3,5,10
Trento,Italy,Europe,4,3,5,3,3,4,3,5,4,4,3,4,3,4.03,4,3,5,4,5,5,3,4,2
Brasilia,Brazil,Latin America,3,3,5,4,2,3,4,2,3,3,2,4,2,2.7,3,2,2,2,3,5,3,3,3
Montpellier,France,Europe,4,3,5,2,2,4,4,5,4,3,4,4,3,3.02,3,3,5,4,4,3,4,3,11
Strasbourg,France,Europe,3,3,5,1,3,4,4,5,4,3,3,4,3,3.19,4,3,5,4,4,3,1,4,6
Luxembourg,Germany,Europe,4,3,5,2,3,5,4,5,4,3,3,4,3,3.6,5,4,5,5,4,5,3,4,12
Javea,Spain,Europe,4,3,5,2,3,4,4,5,4,4,4,4,3,3.58,4,4,5,5,4,2,4,5,6
"Sacramento, CA",United States,North America,3,3,5,2,5,4,4,4,4,3,4,4,3,3.89,4,3,5,4,5,5,4,5,7
"Asheville, NC",United States,North America,4,3,5,2,5,4,4,4,4,3,3,4,3,3.73,4,3,5,5,5,5,4,4,6
Dakar,Senegal,Africa,0,3,1,4,2,2,2,4,3,5,2,3,2,2.02,2,3,2,3,3,2,3,2,5
Accra,Ghana,Africa,3,3,4,3,3,3,1,2,2,4,1,4,4,2.4,1,4,2,3,3,3,5,2,2
Dahab,Egypt,Middle East,3,3,4,4,2,1,2,3,3,2,1,4,1,2.28,2,1,5,3,3,5,5,2,11
Kingston,Jamaica,Latin America,2,3,4,4,5,3,3,4,3,5,1,4,4,3.28,3,4,5,2,4,2,4,3,5
Trieste,Italy,Europe,4,3,5,3,3,4,3,5,3,3,2,4,3,3.92,4,3,5,4,4,5,5,5,2
Turin,Italy,Europe,3,3,5,2,1,4,3,5,4,4,2,4,3,1.19,2,3,5,4,4,5,4,1,7
"Santa Monica, ",United States,North America,5,3,5,2,5,4,4,4,4,3,3,4,2,3.01,4,3,5,4,4,5,4,5,11
Guatemala City,Guatemala,Latin America,2,3,3,4,2,2,4,3,2,3,1,4,2,2.34,2,2,5,1,3,3,4,2,7
Rabat,Morocco,Africa,3,3,4,2,2,3,3,4,3,4,2,4,3,2.72,3,1,4,3,3,5,4,2,15
Porto Alegre,Brazil,Latin America,2,3,4,4,1,3,4,2,3,5,2,4,3,1.83,2,2,2,2,4,5,4,1,6
Chandigarh,India,Asia,4,3,1,4,3,2,2,2,2,3,1,3,2,2.09,2,1,4,3,2,5,2,2,3
McLeod Ganj,India,Asia,3,3,5,4,3,2,2,2,3,2,1,4,2,3,3,1,4,3,4,1,5,3,4
Rethymno,Greece,Europe,5,3,5,2,3,4,3,5,3,2,3,4,2,3.81,5,2,5,4,4,5,5,5,2
Nantes,France,Europe,2,3,5,3,3,4,4,5,4,3,4,4,3,3.07,3,3,5,4,4,5,3,2,4
Yogyakarta,Indonesia,Asia,2,3,2,4,2,3,3,3,2,3,1,4,3,3.44,3,1,4,4,3,5,4,4,14
"Malang, East J",Indonesia,Asia,2,3,2,4,3,3,3,3,3,4,2,4,3,2.82,3,1,4,4,3,1,5,3,3
Adelaide,Australia,Oceania,5,5,5,2,5,5,5,4,3,2,5,4,4,3.34,4,4,5,5,4,5,3,4,14
Bansko,Bulgaria,Europe,3,3,5,4,3,4,2,2,4,5,3,4,3,3.52,2,2,5,4,4,3,4,4,8
"Riverside, CA",United States,North America,4,3,5,2,5,4,4,4,4,4,3,4,3,2.9,2,3,5,5,4,1,1,4,1
Tarifa,Spain,Europe,3,3,5,4,3,4,4,5,4,3,3,4,3,2.88,3,4,5,5,4,2,4,3,9
Hiroshima,Japan,Asia,4,3,5,4,1,4,3,5,4,3,3,4,4,1.22,1,3,5,4,4,2,4,1,13
Genoa,Italy,Europe,4,3,5,3,4,4,3,5,3,4,5,4,2,2.98,4,3,5,4,4,5,5,3,6
Pisa,Italy,Europe,4,3,5,2,4,4,3,5,4,4,3,4,4,3.87,5,3,5,4,4,5,4,5,11
Port Elizabeth,South Africa,Africa,4,3,3,4,5,3,2,1,2,3,4,4,2,2.66,3,3,2,2,3,5,3,3,3
Astana,Kazakhstan,Asia,0,3,4,4,3,3,3,3,3,2,2,4,2,3.09,3,1,4,4,3,3,4,2,3
Almaty,Kazakhstan,Asia,3,3,4,4,3,3,3,3,3,3,2,4,2,2.96,3,1,4,4,3,2,5,3,7
Kitchener,Canada,North America,4,3,5,3,5,5,5,4,4,4,5,4,2,3.92,4,4,5,4,5,5,2,5,1
Eindhoven,Netherlands,Europe,3,3,5,2,5,5,5,5,5,3,5,4,3,3.57,3,5,5,5,4,5,3,4,6
Surat,India,Asia,2,3,1,4,4,2,2,2,3,4,2,3,2,1.46,2,1,4,3,3,5,4,1,2
Varanasi,India,Asia,4,3,1,4,3,2,2,2,2,3,2,3,3,2.51,4,1,4,4,2,5,2,3,4
"Salem, MA",United States,North America,4,3,5,2,5,4,4,4,5,3,3,4,3,3.25,3,3,5,4,4,2,2,4,1
Ghent,Belgium,Europe,3,3,5,1,4,5,4,4,4,4,4,4,3,2.68,3,4,5,4,4,5,3,3,13
Pyongyang,North Korea,Asia,3,3,4,4,3,1,0,1,1,3,2,3,2,1.07,2,1,5,3,3,1,4,1,3
"Cleveland, OH",United States,North America,5,3,5,3,5,4,4,4,4,3,3,4,4,3.49,3,3,5,4,4,5,3,0,6
Goa,India,Asia,2,3,5,4,3,2,2,2,3,5,3,4,5,3.07,2,1,4,3,4,2,5,3,15
"Boise, ID",United States,North America,3,3,5,3,5,4,4,4,4,3,3,4,2,3.51,4,3,5,4,4,5,2,4,2
Dnipro,Ukraine,Europe,2,3,5,4,2,2,1,1,4,1,1,4,3,2.52,3,2,5,3,4,5,5,1,2
Braga,Portugal,Europe,3,3,5,4,3,5,3,5,4,3,3,4,3,3.91,2,4,5,5,4,5,3,5,2
"Charleston, SC",United States,North America,5,3,5,2,5,4,4,4,4,3,4,4,3,3.32,3,3,5,4,4,5,4,5,6
Essaouira,Morocco,Africa,0,3,4,4,0,3,3,4,3,0,0,4,0,3.35,0,1,4,3,3,5,3,0,7
Grenoble,France,Europe,3,3,5,3,3,4,4,5,4,3,4,4,2,3.6,3,3,5,4,4,5,4,5,8
Breda,Netherlands,Europe,3,3,5,1,3,5,5,5,4,4,4,4,3,3.74,4,5,5,5,4,5,3,4,1
Hobart,Australia,Oceania,5,3,5,2,5,5,5,4,4,3,4,4,3,3.59,4,4,5,5,4,5,2,5,11
"Corralejo, Can",Spain,Europe,1,3,4,3,3,4,4,5,4,5,4,4,2,2.87,4,4,5,5,3,5,4,2,5
Salento,Colombia,Latin America,1,3,5,4,1,2,4,4,3,3,3,4,1,2.84,4,1,4,2,3,2,4,3,3
Cali,Colombia,Latin America,2,4,4,4,1,2,4,4,3,3,2,4,3,3,3,1,4,1,4,5,4,3,10
Manaus,Brazil,Latin America,1,3,5,4,2,3,4,2,3,3,3,4,3,2.54,3,2,2,1,4,5,5,2,4
Curitiba,Brazil,Latin America,0,3,5,4,2,3,4,2,3,4,3,4,3,3.62,4,2,2,2,4,5,4,3,4
"Oklahoma City,",United States,North America,4,3,5,3,5,4,4,4,4,3,3,4,3,3.98,4,3,5,4,5,5,5,5,3
Barranquilla,Colombia,Latin America,3,3,4,4,2,2,4,4,3,3,3,4,4,3.44,2,1,4,2,3,5,5,0,8
Makassar,Indonesia,Asia,2,3,5,4,2,3,3,3,3,3,2,4,3,2.8,3,1,4,4,4,1,4,2,1
Beirut,Lebanon,Middle East,5,4,4,3,4,2,3,3,1,5,3,4,5,2.57,4,2,4,3,3,5,5,2,7
"Park City, UT",United States,North America,5,3,5,2,5,4,4,4,4,3,3,4,1,3.46,4,3,5,4,4,3,3,5,8
"Omaha, NE",United States,North America,5,3,5,3,5,4,4,4,4,2,3,4,2,3.77,4,3,5,4,4,3,4,0,2
Bridgetown,Barbados,Latin America,2,3,4,1,3,4,0,4,3,3,0,4,2,2.08,2,3,5,2,3,5,5,2,3
Praia,Cape Verde,Africa,3,3,4,1,2,3,0,2,3,4,0,4,3,2.54,2,4,4,3,3,3,4,3,1
A Coruna,Spain,Europe,2,3,5,3,2,4,4,5,4,3,3,4,3,3.32,5,4,5,5,4,5,3,3,2
"Cagliari, Sard",Italy,Europe,3,3,5,2,2,4,3,5,4,3,2,4,4,3.21,3,3,5,5,4,1,1,5,4
Karachi,Pakistan,Asia,3,3,1,4,3,1,3,2,2,2,1,2,2,1.39,3,1,4,2,1,5,1,2,1
Lille,France,Europe,4,3,5,2,3,4,4,5,4,5,4,4,4,3.68,5,3,5,4,4,5,3,3,12
Heidelberg,Germany,Europe,3,3,5,3,3,5,4,4,4,3,2,4,3,2.86,3,4,5,5,4,3,3,3,9
Tehran,Iran,Middle East,4,3,2,4,3,2,2,3,3,3,1,3,2,2.22,1,1,2,3,3,5,5,2,5
Darwin,Australia,Oceania,5,3,5,2,5,5,5,4,4,2,4,4,4,3.72,4,4,5,5,4,5,4,4,4
"Monterey, CA",United States,North America,4,3,5,2,5,4,4,4,4,3,3,4,3,2.99,2,3,5,4,4,2,3,4,4
Amritsar,India,Asia,4,3,1,4,4,2,2,2,2,4,2,2,3,2.58,4,1,4,4,2,5,0,3,3
Lucknow,India,Asia,2,3,1,4,4,2,2,2,3,3,3,2,3,1.84,3,1,4,3,2,5,1,2,1
Canberra,Australia,Oceania,5,3,5,2,5,5,5,4,4,2,4,4,2,3.55,4,4,5,5,5,5,2,5,5
Dresden,Germany,Europe,2,3,5,3,4,5,4,4,4,3,4,4,4,3.45,2,4,5,5,4,5,3,4,13
Recife,Brazil,Latin America,0,3,4,4,2,3,4,2,3,5,3,4,2,2.55,1,2,2,2,3,5,5,2,4
Vitória,Brazil,Latin America,2,3,4,4,2,3,4,2,3,3,3,4,3,2.36,2,2,2,2,3,5,5,2,3
Riyadh,Saudi Arabia,Middle East,3,3,1,4,2,3,4,4,3,2,1,1,3,2,5,1,2,3,1,5,1,3,2
Jeddah,Saudi Arabia,Middle East,5,3,1,2,2,3,4,4,3,2,1,3,2,1.75,2,1,2,3,3,3,2,1,2
Mecca,Saudi Arabia,Middle East,3,3,3,4,2,3,4,4,3,3,1,4,1,2.18,2,1,2,3,3,5,3,2,1
Zwolle,Netherlands,Europe,4,3,5,1,4,5,5,5,4,2,4,4,2,3.45,4,5,5,5,4,5,3,4,2
Nis,Serbia,Europe,5,3,5,4,3,3,3,0,4,3,1,4,3,3.45,5,3,5,4,4,5,5,3,2
Bodrum,Turkey,Europe,3,3,5,4,3,2,3,1,3,3,3,4,3,2.92,3,1,5,3,4,5,5,3,1
Rimini,Italy,Europe,3,3,5,1,3,4,3,5,4,3,2,4,3,3.02,3,3,5,4,4,1,5,3,5
Daegu,South Korea,Asia,5,3,4,4,1,4,3,4,4,4,2,4,3,4.18,5,3,5,5,4,1,5,5,3
Haarlem,Netherlands,Europe,3,3,5,1,3,5,5,5,4,4,5,4,3,3.47,4,5,5,5,4,5,3,4,7
"San Antonio, T",United States,North America,4,3,5,3,5,4,4,4,4,3,4,4,4,3.77,3,3,5,4,5,5,5,4,6
Nassau,The Bahamas,Latin America,3,3,5,2,4,4,0,3,4,4,3,4,4,2.89,3,3,5,3,4,1,5,3,3
"Louisville, KY",United States,North America,3,3,5,3,5,4,4,4,4,3,4,4,3,3.82,4,3,5,4,5,5,4,4,3
Hagen,Germany,Europe,3,3,5,4,3,5,4,4,4,3,2,4,3,2.8,3,4,5,5,4,1,3,3,1
Katowice,Poland,Europe,5,3,4,4,3,4,3,4,4,3,3,4,3,2.92,3,3,5,4,4,5,4,3,6
Padova,Italy,Europe,4,3,5,2,4,4,3,5,3,4,4,4,3,4.08,5,3,5,4,4,5,5,5,3
"Des Moines, IA",United States,North America,5,3,5,3,5,4,4,4,3,3,3,4,3,3.03,2,3,5,4,4,5,4,3,2
